time,open,high,low,close,Volume,Volume MA
2024-01-16T10:00:00-06:00,2560.9,2579.91,2547.87,2575.43,2303.4786,1335.587290000099
2024-01-16T11:00:00-06:00,2574,2577.45,2562.18,2563.26,1312.3064,1373.3317350000993
2024-01-16T12:00:00-06:00,2564.25,2567.98,2553.3,2559.58,572.3722,1356.8187500000993
2024-01-16T13:00:00-06:00,2561.09,2574.72,2555.29,2573.78,804.4449,1328.1530200000993
2024-01-16T14:00:00-06:00,2575.63,2588.01,2572.75,2585.58,2234.895,1411.2637700000992
2024-01-16T15:00:00-06:00,2590.51,2613.87,2584.52,2607.6,4012.9976,1582.4789650000992
2024-01-16T16:00:00-06:00,2608.04,2611.23,2593.7,2594.73,2097.232,1652.7556700000991
2024-01-16T17:00:00-06:00,2595.59,2604.03,2585.88,2587.96,1581.3437,1677.301235000099
2024-01-16T18:00:00-06:00,2588.78,2591.38,2580.66,2588.96,1401.9527,1706.485525000099
2024-01-16T19:00:00-06:00,2589.18,2592.89,2578.38,2578.81,1014.1007,1728.036950000099
2024-01-16T20:00:00-06:00,2578.88,2581.33,2573.9,2576.87,1413.7877,1737.954990000099
2024-01-16T21:00:00-06:00,2577.35,2577.83,2570.72,2571.15,882.2896,1721.745285000099
2024-01-16T22:00:00-06:00,2571.06,2574.63,2561.24,2567.66,907.7798,1698.1714200000988
2024-01-16T23:00:00-06:00,2566.36,2572.25,2561.21,2562.23,693.049,1665.372280000099
2024-01-17T00:00:00-06:00,2563.55,2568.64,2561.49,2562.91,1037.5126,1685.642825000099
2024-01-17T01:00:00-06:00,2563.69,2564.63,2551.32,2552.35,921.0751,1693.2040350000993
2024-01-17T02:00:00-06:00,2550.97,2552.55,2536.42,2545.23,1991.7251,1729.6720550000996
2024-01-17T03:00:00-06:00,2545.73,2550.84,2542.3,2542.73,728.8743,1710.7420650000997
2024-01-17T04:00:00-06:00,2543.26,2551.68,2539.71,2551.68,890.0804,1527.4308950000996
2024-01-17T05:00:00-06:00,2551.03,2552.65,2540.51,2540.98,640.2754,1372.0786400000993
2024-01-17T06:00:00-06:00,2540.78,2551.49,2532.97,2551.06,1724.5448,1343.1319500000996
2024-01-17T07:00:00-06:00,2550.3,2551.72,2539.27,2542.54,916.4566,1323.3394600000995
2024-01-17T08:00:00-06:00,2541.51,2572.46,2537.07,2548.36,3678.6357,1478.6526350000993
2024-01-17T09:00:00-06:00,2545.34,2561.55,2536.1,2539.48,2597.5292,1568.3068500000995
2024-01-17T10:00:00-06:00,2539.65,2542.83,2525.94,2533.48,1873.0821,1550.2162050000993
2024-01-17T11:00:00-06:00,2532.27,2534.09,2522.62,2528.64,1607.9094,1429.9617950000995
2024-01-17T12:00:00-06:00,2528.69,2532.18,2519.66,2531.15,1189.2788,1384.5641350000994
2024-01-17T13:00:00-06:00,2531.47,2537.5,2529.13,2531.53,1301.329,1370.5634000000996
2024-01-17T14:00:00-06:00,2532.03,2541.7,2529.62,2538.08,1168.5575,1358.8936400000994
2024-01-17T15:00:00-06:00,2533.87,2543.38,2523.51,2525.02,1058.8997,1361.1335900000995
2024-01-17T16:00:00-06:00,2525.62,2529.64,2507.82,2526.1,1011.5457,1341.0214900000994
